MV,ridge,lasso
7.196205019145678e-12,0.006849093041140678,0.010107255944604135
2.2204460492503126e-16,0.016422565464106628,0.18563867187857844
2.2204460492503126e-16,0.030260151847021414,0.22233996707028345
0.9999999999999998,0.010352853095111882,0.004458470412441335
2.2204460492503126e-16,0.016993197517897504,0.03363695649845194
2.2204460492503126e-16,0.006680161575694152,0.046964747789397424
2.2204460492503126e-16,0.002481078097055748,0.0036423034742018405
2.2204460492503126e-16,0.0067304709381496184,0.0010062475662619
0.9747589300556615,0.03358161535427682,0.006543686954404203
2.2204460492503126e-16,0.03182225245381773,0.005385050430606716
0.9999999999999998,0.011540125330585056,0.029967138983044737
0.003994795807674609,0.004526189242599681,0.07890902968894974
8.128644763817404e-10,0.00604312641142066,0.022825187492580414
0.9999999999999998,0.011925679746571678,0.029967138983044737
0.9999999999999998,0.03662321112380913,0.16177915138423993
0.018382052640367286,1.681833034274707e-4,5.559058084339199e-4
2.2204460492503126e-16,1.6699426803127648e-5,0.009683512288467701
2.2204460492503126e-16,0.06600445800443636,0.28620219446881867
2.2204460492503126e-16,5.270562110251167e-4,5.926227054699897e-4
2.2204460492503126e-16,0.40870481416595744,0.5989121009752039
2.2204460492503126e-16,0.005552571912860063,0.010270747068746621
2.2204460492503126e-16,0.009521269948692006,0.07890902968894974
2.2204460492503126e-16,0.007820879903270121,0.013925795806265798
2.2204460492503126e-16,0.0131051365776241,0.07890902968894974
2.2204460492503126e-16,0.011472235842877732,0.027072245977545956
0.9999999999999998,0.005078069251650944,0.007590033757849416
2.2204460492503126e-16,0.005922384548072749,0.015189607914624214
2.2204460492503126e-16,0.837340958409231,0.6848468406841619
0.9999999999999998,0.05783878179516636,0.11134313615975998
2.2204460492503126e-16,0.008051517999763244,0.16026695401948904
2.2204460492503126e-16,0.0012599365619005794,0.02187975570770798
5.19244113188633e-12,0.003291567710405261,0.0018312890252561345
3.435036340805545e-12,0.0010593989384843612,0.00875428350208325
0.9999999999999998,4.162741504970537e-6,0.002653313529949022
2.2204460492503126e-16,0.003282009743668664,0.007412639784195588
2.2204460492503126e-16,0.0030773499536175418,0.021311242608200956
2.2204460492503126e-16,0.6412834983368291,0.6848468406841619
2.2204460492503126e-16,0.02919245188282592,0.1964448986294663
3.493895434900089e-12,0.03504075534076451,0.15922068901066241
1.9900609893088104e-10,0.8408591442422946,0.7946844159226143
3.6430387287936804e-10,0.8593383525534641,0.7946844159226143
3.4300548398561126e-11,0.7513334688205839,0.4655960677666128
1.9900609893088104e-10,0.8408591442422946,0.7946844159226143
0.9999999999999998,1.2309407387026828e-5,0.002178505451547306
1.2885232758498823e-10,0.011973107452219967,0.0012264637348796867
2.2204460492503126e-16,0.001854650456156165,0.015385697415550488
0.999999814620477,4.568349884971337e-4,0.005782449645939138
2.2204460492503126e-16,8.522617936835348e-6,0.00693959343711618
2.2204460492503126e-16,7.64919038599348e-4,0.0077968056438428
0.9999999815092744,0.05196318407468167,0.06090368697876749
0.9999999999999998,0.011029099410313735,0.03768278280430557
2.2204460492503126e-16,0.0766356291421187,0.22042578581364344
6.190362913093324e-11,0.0036212559478492703,0.04183089819385629
0.9999999999999998,0.0020245672378713564,0.007340838865967747
0.9999999999999998,0.0056465464345048615,0.013078582875117074
2.2204460492503126e-16,0.003255625420552381,0.03198121389616968
2.2204460492503126e-16,0.0038626706070784664,0.03904022537154808
0.9999990456350306,0.020047849563816382,0.18111968083673044
2.2204460492503126e-16,0.0030439903320351016,0.02661132660424201
2.2204460492503126e-16,0.0013766268665799347,2.4231609168477118e-5
2.2204460492503126e-16,2.782657158567139e-4,1.33931372759493e-5
2.2204460492503126e-16,0.0028412950056994025,8.819567396758721e-4
2.1433445935976582e-11,0.14271538549614182,0.09696517357416838
2.1433445841550012e-11,0.07280764074282547,0.06623475747780243
2.2204460492503126e-16,0.046039811901392835,0.09921824644769976
2.2204460492503126e-16,0.06448366591358948,0.08811882690537513
0.9999999999999998,0.008069423064864852,0.005547871627349679
2.2204460492503126e-16,0.10915994206138875,0.017616515978044846
2.2204460492503126e-16,0.14815545877931388,0.41027999461583153
2.2204460492503126e-16,0.0014408735933913478,0.0018312890252561345
2.2204460492503126e-16,9.300810117056063e-4,0.006983592924187681
1.583401556318236e-7,0.016629084728574148,0.11889082168977101
0.9999999999999998,0.0551090052890435,0.15316766811757637
2.2204460492503126e-16,0.0031164707794759587,0.021015996452914545
0.9999999999999998,0.014504041697682503,0.06823487955853111
0.9999999999999998,0.023223943481911025,0.005791291169284324
2.2204460492503126e-16,0.012219954119020781,0.007978880446285043
0.9999999999999998,0.9451849219745635,0.9904421810477463
2.2204460492503126e-16,3.6132029101168517e-4,6.393064433209326e-6
2.2204460492503126e-16,0.1286842744301241,0.15624306416304504
0.9999999999999998,0.1486008837141883,0.3599838593096549
0.9999999999999998,0.11653131579514671,0.012512821088659316
2.2204460492503126e-16,1.0930964153873826e-4,2.1853277749694703e-7
2.2204460492503126e-16,0.03154919996429169,0.052207340578262845
0.9999999999999998,0.1933402048243995,0.4050708770055678
2.492325107189301e-11,0.13854151319633504,0.21743737370385122
0.9999999999999998,0.01765947762764124,0.0015632517177671165
2.2204460492503126e-16,3.499458854573966e-5,1.0020727514337623e-7
0.9999999999988579,8.195048387167674e-6,1.3982828822421524e-4
2.2204460492503126e-16,1.655089205752522e-4,5.406987747419832e-4
2.2204460492503126e-16,2.744943958585946e-4,2.064958094969858e-4
5.367337268302907e-8,0.061924429556975816,0.18563867187857844
2.2204460492503126e-16,0.0020542857897929722,0.00549040471038703
0.9999999999999998,0.04317873056087281,0.07236518082592773
0.9999999999999998,0.5499212430249564,0.7692396620198608
0.09811523495810576,0.023023583760977902,0.0012169912348414162
0.9999999999999998,0.9264938544978618,0.9738488162592869
1.4815476253166913e-4,0.34143144210306975,0.12161764787278555
0.9999999999999998,0.8932747935187875,0.9733589653787714
0.9999999994176689,0.9661477196544288,0.9773392526516375
0.971952333496398,0.954491612674439,0.9747073919980732
0.9999999999999998,0.9544529628268287,0.9792337186444992
0.999999997960524,0.9485936813806362,0.9759137246714528
0.9999999776708663,0.943538849905902,0.9747073919980732
0.9999999997910617,0.9536246517676351,0.9773392526516375
2.2204460492503126e-16,0.9363007580711284,0.9727957799268749
2.2204460492503126e-16,0.035161138220929956,0.005496994588644117
2.2204460492503126e-16,0.015127295985729238,0.060292957893780696
2.2204460492503126e-16,0.0379352306549656,0.07057093864792004
2.2204460492503126e-16,0.010432211814913023,0.08721213702882011
2.2204460492503126e-16,0.06837689112339806,0.3149208913435058
2.2204460492503126e-16,0.019864193172464507,0.07438533354414423
0.9999999999999998,0.005715891239023597,4.5337114214294015e-4
2.2204460492503126e-16,0.07668997932450872,0.014191158906521877
2.2204460492503126e-16,0.0385972201703734,0.0031567797697238057
2.2204460492503126e-16,0.002147120350942192,2.310928984710354e-4
0.9999999999999998,0.09455150472222462,0.014191158906521877
2.2204460492503126e-16,0.0012549094847178056,1.956668854695382e-5
2.2204460492503126e-16,0.011200950973665217,0.04320534237206369
0.9999999999999998,0.006184793893161944,0.034169326857868054
4.124938896113308e-11,0.003252016547005951,0.0038952980236681093
2.2204460492503126e-16,0.9209460181937207,0.5129972065889049
