"V1";"V2"
6.00250382553988;0.0315049519308936
6.00402135822593;0.0631676696683418
6.00454515814875;0.0949574751214507
6.00406873328251;0.126843378992751
6.00258655166278;0.158794109862017
6.00009405267867;0.190778143726568
5.99658765746248;0.222763733971296
5.99206477836125;0.25471894174105
5.98652382747509;0.286611666687477
5.9799642242482;0.318409678061841
5.97238640209937;0.350080646124852
5.96379181407948;0.381592173844033
5.95418293754454;0.412911828848686
5.94356327783371;0.444007175612096
5.93193737094261;0.474845807830192
5.91931078518327;0.505395380965493
5.90569012182289;0.535623644924844
5.89108301469472;0.565498476839087
5.87549812877526;0.594987913912554
5.85894515772293;0.624060186309981
5.84143482037451;0.652683750048222
5.82297885619657;0.680827319859937
5.80359001969007;0.708459901996267
5.78328207374761;0.735550826935348
5.76206978196346;0.762069781963459
5.73996889989797;0.787986843595457
5.7169961652986;0.813272509801183
5.69316928728127;0.837897732004475
5.66850693447642;0.861833946821445
5.64302872214552;0.885053107504782
5.61675519827468;0.907527715060882
5.58970782865303;0.929230849006775
5.56190898094482;0.95013619773395
5.53338190776499;0.970218088446406
5.50415072876917;0.989451516640458
5.47424041177011;1.00781217509409
5.44367675289343;1.025276482334
5.41248635578697;1.04182161054867
5.38069660989854;1.05742551291638
5.34833566783842;1.07206695031725
5.31543242184356;1.08572551739899
5.28201647936168;1.09838166796638
5.24811813777432;1.11001673966518
5.21376835827895;1.12061297793141
5.17899873895116;1.1301535591778
5.14384148700893;1.13862261318961
5.10832939030183;1.14600524470268
5.07249578804907;1.15228755413737
5.03637454085106;1.15745665746239
5;1.16150070516367
4.96340697611612;1.16440890029385
4.92663070713667;1.1661715155788
4.88970682568587;1.16677990955853
4.85267132585458;1.16622654174043
4.81556052941943;1.16450498674393
4.77841105153177;1.16160994741626
4.74125976590745;1.15753726690007
4.70414376954923;1.15228393963463
4.66710034703436;1.14584812127308
4.63016693440024;1.13822913749945
4.59338108266183;1.12942749172998
4.55678042099522;1.11944487168429
4.52040261962183;1.10828415481313
4.48428535242882;1.0959494125704
4.44846625936122;1.08244591351822
4.41298290862212;1.06778012525494
